Study,Run ID,Consent,Size (MB),Organism,Tissue
SRP238929,SRR11619443,public,16,Homo sapiens,lung
SRP238929,SRR11619444,public,119,Homo sapiens,lung
SRP238929,SRR11619445,public,17,Homo sapiens,lung
SRP238929,SRR11619446,public,167,Homo sapiens,lung
SRP238929,SRR11618861,public,15,Homo sapiens,lung
SRP238929,SRR11618862,public,124,Homo sapiens,lung
SRP238929,SRR11618863,public,18,Homo sapiens,lung
SRP238929,SRR11618864,public,239,Homo sapiens,lung
SRP238929,SRR11618865,public,30,Homo sapiens,lung
SRP238929,SRR11618866,public,7,Homo sapiens,lung
SRP238929,SRR11618867,public,13,Homo sapiens,lung
SRP238929,SRR11618868,public,31,Homo sapiens,lung
SRP238929,SRR11618869,public,81,Homo sapiens,lung
SRP238929,SRR11618870,public,18,Homo sapiens,lung
SRP238929,SRR11618871,public,13,Homo sapiens,lung
SRP238929,SRR11618872,public,71,Homo sapiens,lung
SRP238929,SRR11618873,public,15,Homo sapiens,lung
SRP238929,SRR11618874,public,28,Homo sapiens,lung
SRP238929,SRR11618875,public,11,Homo sapiens,lung
SRP238929,SRR11618876,public,19,Homo sapiens,lung
SRP238929,SRR11618877,public,22,Homo sapiens,lung
SRP238929,SRR11618878,public,70,Homo sapiens,lung
SRP238929,SRR11618879,public,12,Homo sapiens,lung
SRP238929,SRR11618880,public,49,Homo sapiens,lung
SRP238929,SRR11618881,public,56,Homo sapiens,lung
SRP238929,SRR11618882,public,5,Homo sapiens,lung
SRP238929,SRR11618883,public,15,Homo sapiens,lung
SRP238929,SRR11618884,public,12,Homo sapiens,lung
SRP238929,SRR11618885,public,30,Homo sapiens,lung
SRP238929,SRR11618886,public,38,Homo sapiens,lung
SRP238929,SRR11618887,public,12,Homo sapiens,lung
SRP238929,SRR11618888,public,8,Homo sapiens,lung
SRP238929,SRR11618889,public,24,Homo sapiens,lung
SRP238929,SRR11618890,public,48,Homo sapiens,lung
SRP238929,SRR11618891,public,36,Homo sapiens,lung
SRP238929,SRR11618892,public,52,Homo sapiens,lung
SRP238929,SRR11618893,public,14,Homo sapiens,lung
SRP238929,SRR11618894,public,220,Homo sapiens,lung
SRP238929,SRR11618895,public,57,Homo sapiens,lung
SRP238929,SRR11618896,public,55,Homo sapiens,lung
SRP238929,SRR11618897,public,8,Homo sapiens,lung
SRP238929,SRR11618898,public,345,Homo sapiens,lung
SRP238929,SRR11618899,public,15,Homo sapiens,lung
SRP238929,SRR11618980,public,34,Homo sapiens,lung
SRP238929,SRR11619410,public,26,Homo sapiens,lung
SRP238929,SRR11619411,public,13,Homo sapiens,lung
SRP238929,SRR11619412,public,139,Homo sapiens,lung
SRP238929,SRR11619413,public,774,Homo sapiens,lung
SRP238929,SRR11619414,public,76,Homo sapiens,lung
SRP238929,SRR11619415,public,32,Homo sapiens,lung
SRP238929,SRR11619416,public,59,Homo sapiens,lung
SRP238929,SRR11619417,public,127,Homo sapiens,lung
SRP238929,SRR11619418,public,19,Homo sapiens,lung
SRP238929,SRR11619419,public,327,Homo sapiens,lung
SRP238929,SRR11619420,public,75,Homo sapiens,lung
SRP238929,SRR11619421,public,44,Homo sapiens,lung
SRP238929,SRR11619422,public,31,Homo sapiens,lung
SRP238929,SRR11619423,public,29,Homo sapiens,lung
SRP238929,SRR11619424,public,122,Homo sapiens,lung
SRP238929,SRR11619425,public,18,Homo sapiens,lung
SRP238929,SRR11619426,public,66,Homo sapiens,lung
SRP238929,SRR11618738,public,8,Homo sapiens,lung
SRP238929,SRR11618739,public,18,Homo sapiens,lung
SRP238929,SRR11618820,public,132,Homo sapiens,lung
SRP238929,SRR11618821,public,36,Homo sapiens,lung
SRP238929,SRR11618822,public,126,Homo sapiens,lung
SRP238929,SRR11618823,public,25,Homo sapiens,lung
SRP238929,SRR11618824,public,9,Homo sapiens,lung
SRP238929,SRR11618825,public,66,Homo sapiens,lung
SRP238929,SRR11618826,public,122,Homo sapiens,lung
SRP238929,SRR11618827,public,66,Homo sapiens,lung
SRP238929,SRR11618828,public,199,Homo sapiens,lung
SRP238929,SRR11618829,public,50,Homo sapiens,lung
SRP238929,SRR11618830,public,70,Homo sapiens,lung
SRP238929,SRR11618831,public,11,Homo sapiens,lung
SRP238929,SRR11618832,public,50,Homo sapiens,lung
SRP238929,SRR11618833,public,62,Homo sapiens,lung
SRP238929,SRR11618834,public,131,Homo sapiens,lung
SRP238929,SRR11618835,public,48,Homo sapiens,lung
SRP238929,SRR11618836,public,24,Homo sapiens,lung
SRP238929,SRR11618837,public,16,Homo sapiens,lung
SRP238929,SRR11618838,public,217,Homo sapiens,lung
SRP238929,SRR11618839,public,27,Homo sapiens,lung
SRP238929,SRR11618840,public,154,Homo sapiens,lung
SRP238929,SRR11618841,public,15,Homo sapiens,lung
SRP238929,SRR11618842,public,11,Homo sapiens,lung
SRP238929,SRR11618843,public,12,Homo sapiens,lung
SRP238929,SRR11618844,public,159,Homo sapiens,lung
SRP238929,SRR11618845,public,65,Homo sapiens,lung
SRP238929,SRR11618846,public,48,Homo sapiens,lung
SRP238929,SRR11618847,public,58,Homo sapiens,lung
SRP238929,SRR11618848,public,75,Homo sapiens,lung
SRP238929,SRR11618849,public,22,Homo sapiens,lung
SRP238929,SRR11618850,public,95,Homo sapiens,lung
SRP238929,SRR11618851,public,69,Homo sapiens,lung
SRP238929,SRR11618852,public,13,Homo sapiens,lung
SRP238929,SRR11618853,public,8,Homo sapiens,lung
SRP238929,SRR11618854,public,470,Homo sapiens,lung
SRP238929,SRR11618855,public,21,Homo sapiens,lung
SRP238929,SRR11618856,public,104,Homo sapiens,lung
SRP238929,SRR11618857,public,24,Homo sapiens,lung
SRP238929,SRR11618858,public,88,Homo sapiens,lung
SRP238929,SRR11618859,public,104,Homo sapiens,lung
SRP238929,SRR11618860,public,60,Homo sapiens,lung
SRP238929,SRR11619363,public,480,Homo sapiens,lung
SRP238929,SRR11619364,public,75,Homo sapiens,lung
SRP238929,SRR11619365,public,22,Homo sapiens,lung
SRP238929,SRR11619366,public,17,Homo sapiens,lung
SRP238929,SRR11619367,public,36,Homo sapiens,lung
SRP238929,SRR11619368,public,213,Homo sapiens,lung
SRP238929,SRR11619369,public,109,Homo sapiens,lung
SRP238929,SRR11619370,public,73,Homo sapiens,lung
SRP238929,SRR11619371,public,79,Homo sapiens,lung
SRP238929,SRR11619372,public,71,Homo sapiens,lung
SRP238929,SRR11619373,public,37,Homo sapiens,lung
SRP238929,SRR11619374,public,79,Homo sapiens,lung
SRP238929,SRR11619375,public,115,Homo sapiens,lung
SRP238929,SRR11619376,public,136,Homo sapiens,lung
SRP238929,SRR11619377,public,75,Homo sapiens,lung
SRP238929,SRR11619378,public,72,Homo sapiens,lung
SRP238929,SRR11619379,public,39,Homo sapiens,lung
SRP238929,SRR11619380,public,17,Homo sapiens,lung
SRP238929,SRR11619381,public,25,Homo sapiens,lung
SRP238929,SRR11619382,public,47,Homo sapiens,lung
SRP238929,SRR11619383,public,9,Homo sapiens,lung
SRP238929,SRR11619384,public,47,Homo sapiens,lung
SRP238929,SRR11619385,public,12,Homo sapiens,lung
SRP238929,SRR11619386,public,20,Homo sapiens,lung
SRP238929,SRR11619387,public,9,Homo sapiens,lung
SRP238929,SRR11619388,public,57,Homo sapiens,lung
SRP238929,SRR11619389,public,22,Homo sapiens,lung
SRP238929,SRR11619390,public,36,Homo sapiens,lung
SRP238929,SRR11619391,public,15,Homo sapiens,lung
SRP238929,SRR11619392,public,53,Homo sapiens,lung
SRP238929,SRR11619393,public,21,Homo sapiens,lung
SRP238929,SRR11619394,public,39,Homo sapiens,lung
SRP238929,SRR11619395,public,53,Homo sapiens,lung
SRP238929,SRR11619396,public,48,Homo sapiens,lung
SRP238929,SRR11619397,public,17,Homo sapiens,lung
SRP238929,SRR11619398,public,42,Homo sapiens,lung
SRP238929,SRR11619399,public,28,Homo sapiens,lung
SRP238929,SRR11619400,public,41,Homo sapiens,lung
SRP238929,SRR11619401,public,32,Homo sapiens,lung
SRP238929,SRR11619402,public,24,Homo sapiens,lung
SRP238929,SRR11619403,public,199,Homo sapiens,lung
SRP238929,SRR11619404,public,12,Homo sapiens,lung
SRP238929,SRR11619405,public,41,Homo sapiens,lung
SRP238929,SRR11619406,public,40,Homo sapiens,lung
SRP238929,SRR11619407,public,64,Homo sapiens,lung
SRP238929,SRR11619408,public,14,Homo sapiens,lung
SRP238929,SRR11619409,public,23,Homo sapiens,lung
SRP238929,SRR11618725,public,116,Homo sapiens,lung
SRP238929,SRR11618726,public,22,Homo sapiens,lung
SRP238929,SRR11618727,public,110,Homo sapiens,lung
SRP238929,SRR11618728,public,39,Homo sapiens,lung
SRP238929,SRR11618729,public,42,Homo sapiens,lung
SRP238929,SRR11618730,public,13,Homo sapiens,lung
SRP238929,SRR11618731,public,40,Homo sapiens,lung
SRP238929,SRR11618732,public,15,Homo sapiens,lung
SRP238929,SRR11618733,public,98,Homo sapiens,lung
SRP238929,SRR11618734,public,19,Homo sapiens,lung
SRP238929,SRR11618735,public,292,Homo sapiens,lung
SRP238929,SRR11618736,public,49,Homo sapiens,lung
SRP238929,SRR11618737,public,17,Homo sapiens,lung
SRP238929,SRR11619354,public,147,Homo sapiens,lung
SRP238929,SRR11619355,public,405,Homo sapiens,lung
SRP238929,SRR11619356,public,15,Homo sapiens,lung
SRP238929,SRR11619357,public,74,Homo sapiens,lung
SRP238929,SRR11619358,public,101,Homo sapiens,lung
SRP238929,SRR11619359,public,22,Homo sapiens,lung
SRP238929,SRR11619360,public,267,Homo sapiens,lung
SRP238929,SRR11619361,public,98,Homo sapiens,lung
SRP238929,SRR11619362,public,91,Homo sapiens,lung
SRP238929,SRR11618674,public,89,Homo sapiens,lung
SRP238929,SRR11618675,public,23,Homo sapiens,lung
SRP238929,SRR11618676,public,45,Homo sapiens,lung
SRP238929,SRR11618677,public,16,Homo sapiens,lung
SRP238929,SRR11618678,public,16,Homo sapiens,lung
SRP238929,SRR11618679,public,39,Homo sapiens,lung
SRP238929,SRR11618680,public,21,Homo sapiens,lung
SRP238929,SRR11618681,public,10,Homo sapiens,lung
SRP238929,SRR11618682,public,136,Homo sapiens,lung
SRP238929,SRR11618683,public,9,Homo sapiens,lung
SRP238929,SRR11618684,public,39,Homo sapiens,lung
SRP238929,SRR11618685,public,13,Homo sapiens,lung
SRP238929,SRR11618686,public,67,Homo sapiens,lung
SRP238929,SRR11618687,public,6,Homo sapiens,lung
SRP238929,SRR11618688,public,20,Homo sapiens,lung
SRP238929,SRR11618689,public,23,Homo sapiens,lung
SRP238929,SRR11618690,public,9,Homo sapiens,lung
SRP238929,SRR11618691,public,37,Homo sapiens,lung
SRP238929,SRR11618692,public,33,Homo sapiens,lung
SRP238929,SRR11618693,public,21,Homo sapiens,lung
SRP238929,SRR11618694,public,186,Homo sapiens,lung
SRP238929,SRR11618695,public,32,Homo sapiens,lung
SRP238929,SRR11618696,public,44,Homo sapiens,lung
SRP238929,SRR11618697,public,257,Homo sapiens,lung
SRP238929,SRR11618698,public,16,Homo sapiens,lung
SRP238929,SRR11618699,public,151,Homo sapiens,lung
SRP238929,SRR11618700,public,10,Homo sapiens,lung
SRP238929,SRR11618701,public,18,Homo sapiens,lung
SRP238929,SRR11618702,public,60,Homo sapiens,lung
SRP238929,SRR11618703,public,33,Homo sapiens,lung
SRP238929,SRR11618704,public,9,Homo sapiens,lung
SRP238929,SRR11618705,public,15,Homo sapiens,lung
SRP238929,SRR11618706,public,23,Homo sapiens,lung
SRP238929,SRR11618707,public,40,Homo sapiens,lung
SRP238929,SRR11618708,public,64,Homo sapiens,lung
SRP238929,SRR11618709,public,15,Homo sapiens,lung
SRP238929,SRR11618710,public,260,Homo sapiens,lung
SRP238929,SRR11618711,public,259,Homo sapiens,lung
SRP238929,SRR11618712,public,20,Homo sapiens,lung
SRP238929,SRR11618713,public,39,Homo sapiens,lung
SRP238929,SRR11618714,public,56,Homo sapiens,lung
SRP238929,SRR11618715,public,15,Homo sapiens,lung
SRP238929,SRR11618716,public,30,Homo sapiens,lung
SRP238929,SRR11618717,public,25,Homo sapiens,lung
SRP238929,SRR11618718,public,105,Homo sapiens,lung
SRP238929,SRR11618719,public,33,Homo sapiens,lung
SRP238929,SRR11618720,public,66,Homo sapiens,lung
SRP238929,SRR11618721,public,78,Homo sapiens,lung
SRP238929,SRR11618722,public,17,Homo sapiens,lung
SRP238929,SRR11618723,public,71,Homo sapiens,lung
SRP238929,SRR11618724,public,14,Homo sapiens,lung
SRP238929,SRR11618578,public,1006,Homo sapiens,lung
SRP238929,SRR11618579,public,22,Homo sapiens,lung
SRP238929,SRR11619301,public,37,Homo sapiens,lung
SRP238929,SRR11619302,public,11,Homo sapiens,lung
SRP238929,SRR11619303,public,239,Homo sapiens,lung
SRP238929,SRR11619304,public,11,Homo sapiens,lung
SRP238929,SRR11619305,public,10,Homo sapiens,lung
SRP238929,SRR11619306,public,26,Homo sapiens,lung
SRP238929,SRR11619307,public,12,Homo sapiens,lung
SRP238929,SRR11619308,public,195,Homo sapiens,lung
SRP238929,SRR11619309,public,53,Homo sapiens,lung
SRP238929,SRR11619310,public,13,Homo sapiens,lung
SRP238929,SRR11619311,public,74,Homo sapiens,lung
SRP238929,SRR11619312,public,53,Homo sapiens,lung
SRP238929,SRR11619313,public,293,Homo sapiens,lung
SRP238929,SRR11619314,public,20,Homo sapiens,lung
SRP238929,SRR11619315,public,599,Homo sapiens,lung
SRP238929,SRR11619316,public,49,Homo sapiens,lung
SRP238929,SRR11619317,public,94,Homo sapiens,lung
SRP238929,SRR11619318,public,187,Homo sapiens,lung
SRP238929,SRR11619319,public,34,Homo sapiens,lung
SRP238929,SRR11619320,public,16,Homo sapiens,lung
SRP238929,SRR11619321,public,16,Homo sapiens,lung
SRP238929,SRR11619322,public,57,Homo sapiens,lung
SRP238929,SRR11619323,public,10,Homo sapiens,lung
SRP238929,SRR11619324,public,145,Homo sapiens,lung
SRP238929,SRR11619325,public,72,Homo sapiens,lung
SRP238929,SRR11619326,public,181,Homo sapiens,lung
SRP238929,SRR11619327,public,21,Homo sapiens,lung
SRP238929,SRR11619328,public,14,Homo sapiens,lung
SRP238929,SRR11619329,public,18,Homo sapiens,lung
SRP238929,SRR11619330,public,21,Homo sapiens,lung
SRP238929,SRR11619331,public,229,Homo sapiens,lung
SRP238929,SRR11619332,public,264,Homo sapiens,lung
SRP238929,SRR11619333,public,23,Homo sapiens,lung
SRP238929,SRR11619334,public,227,Homo sapiens,lung
SRP238929,SRR11619335,public,288,Homo sapiens,lung
SRP238929,SRR11619336,public,89,Homo sapiens,lung
SRP238929,SRR11619337,public,47,Homo sapiens,lung
SRP238929,SRR11619338,public,35,Homo sapiens,lung
SRP238929,SRR11619339,public,56,Homo sapiens,lung
SRP238929,SRR11619340,public,81,Homo sapiens,lung
SRP238929,SRR11619341,public,126,Homo sapiens,lung
SRP238929,SRR11619342,public,91,Homo sapiens,lung
SRP238929,SRR11619343,public,37,Homo sapiens,lung
SRP238929,SRR11619344,public,138,Homo sapiens,lung
SRP238929,SRR11619345,public,39,Homo sapiens,lung
SRP238929,SRR11619346,public,27,Homo sapiens,lung
SRP238929,SRR11619347,public,310,Homo sapiens,lung
SRP238929,SRR11619348,public,312,Homo sapiens,lung
SRP238929,SRR11619349,public,26,Homo sapiens,lung
SRP238929,SRR11619350,public,20,Homo sapiens,lung
SRP238929,SRR11619351,public,907,Homo sapiens,lung
SRP238929,SRR11619352,public,82,Homo sapiens,lung
SRP238929,SRR11619353,public,153,Homo sapiens,lung
SRP238929,SRR11618669,public,46,Homo sapiens,lung
SRP238929,SRR11618670,public,30,Homo sapiens,lung
SRP238929,SRR11618671,public,20,Homo sapiens,lung
SRP238929,SRR11618672,public,344,Homo sapiens,lung
SRP238929,SRR11618673,public,20,Homo sapiens,lung
SRP238929,SRR11618641,public,41,Homo sapiens,lung
SRP238929,SRR11620531,public,10,Homo sapiens,lung
SRP238929,SRR11620532,public,92,Homo sapiens,lung
SRP238929,SRR11620533,public,26,Homo sapiens,lung
SRP238929,SRR11620534,public,38,Homo sapiens,lung
SRP238929,SRR11620535,public,136,Homo sapiens,lung
SRP238929,SRR11620536,public,34,Homo sapiens,lung
SRP238929,SRR11620537,public,27,Homo sapiens,lung
SRP238929,SRR11620538,public,24,Homo sapiens,lung
SRP238929,SRR11620539,public,191,Homo sapiens,lung
SRP238929,SRR11620540,public,165,Homo sapiens,lung
SRP238929,SRR11620541,public,45,Homo sapiens,lung
SRP238929,SRR11620542,public,98,Homo sapiens,lung
SRP238929,SRR11620543,public,46,Homo sapiens,lung
SRP238929,SRR11620544,public,22,Homo sapiens,lung
SRP238929,SRR11620545,public,35,Homo sapiens,lung
SRP238929,SRR11620546,public,118,Homo sapiens,lung
SRP238929,SRR11620547,public,11,Homo sapiens,lung
SRP238929,SRR11620548,public,86,Homo sapiens,lung
SRP238929,SRR11620549,public,11,Homo sapiens,lung
SRP238929,SRR11620550,public,12,Homo sapiens,lung
SRP238929,SRR11620551,public,138,Homo sapiens,lung
SRP238929,SRR11620552,public,21,Homo sapiens,lung
SRP238929,SRR11620553,public,98,Homo sapiens,lung
SRP238929,SRR11620554,public,45,Homo sapiens,lung
SRP238929,SRR11620555,public,27,Homo sapiens,lung
SRP238929,SRR11620556,public,24,Homo sapiens,lung
SRP238929,SRR11620557,public,72,Homo sapiens,lung
SRP238929,SRR11620558,public,11,Homo sapiens,lung
SRP238929,SRR11620559,public,89,Homo sapiens,lung
SRP238929,SRR11620560,public,32,Homo sapiens,lung
SRP238929,SRR11620561,public,180,Homo sapiens,lung
SRP238929,SRR11620562,public,26,Homo sapiens,lung
SRP238929,SRR11620563,public,66,Homo sapiens,lung
SRP238929,SRR11620564,public,18,Homo sapiens,lung
SRP238929,SRR11620565,public,14,Homo sapiens,lung
SRP238929,SRR11620566,public,311,Homo sapiens,lung
SRP238929,SRR11620567,public,19,Homo sapiens,lung
SRP238929,SRR11620568,public,45,Homo sapiens,lung
SRP238929,SRR11620569,public,55,Homo sapiens,lung
SRP238929,SRR11620570,public,32,Homo sapiens,lung
SRP238929,SRR11620571,public,76,Homo sapiens,lung
SRP238929,SRR11620572,public,25,Homo sapiens,lung
SRP238929,SRR11620573,public,115,Homo sapiens,lung
SRP238929,SRR11620574,public,92,Homo sapiens,lung
SRP238929,SRR11620575,public,31,Homo sapiens,lung
SRP238929,SRR11620576,public,236,Homo sapiens,lung
SRP238929,SRR11620577,public,11,Homo sapiens,lung
SRP238929,SRR11620578,public,85,Homo sapiens,lung
SRP238929,SRR11620579,public,32,Homo sapiens,lung
SRP238929,SRR11620580,public,100,Homo sapiens,lung
SRP238929,SRR11618660,public,144,Homo sapiens,lung
SRP238929,SRR11618661,public,25,Homo sapiens,lung
SRP238929,SRR11618662,public,29,Homo sapiens,lung
SRP238929,SRR11618663,public,9,Homo sapiens,lung
SRP238929,SRR11618664,public,289,Homo sapiens,lung
SRP238929,SRR11618665,public,221,Homo sapiens,lung
SRP238929,SRR11618666,public,37,Homo sapiens,lung
SRP238929,SRR11618667,public,35,Homo sapiens,lung
SRP238929,SRR11618668,public,45,Homo sapiens,lung
SRP238929,SRR11618581,public,34,Homo sapiens,lung
SRP238929,SRR11618582,public,160,Homo sapiens,lung
SRP238929,SRR11618583,public,11,Homo sapiens,lung
SRP238929,SRR11618584,public,194,Homo sapiens,lung
SRP238929,SRR11618585,public,52,Homo sapiens,lung
SRP238929,SRR11618586,public,37,Homo sapiens,lung
SRP238929,SRR11618587,public,20,Homo sapiens,lung
SRP238929,SRR11618588,public,62,Homo sapiens,lung
SRP238929,SRR11618589,public,17,Homo sapiens,lung
SRP238929,SRR11618590,public,82,Homo sapiens,lung
SRP238929,SRR11618591,public,331,Homo sapiens,lung
SRP238929,SRR11618592,public,33,Homo sapiens,lung
SRP238929,SRR11618593,public,109,Homo sapiens,lung
SRP238929,SRR11618594,public,85,Homo sapiens,lung
SRP238929,SRR11618595,public,10,Homo sapiens,lung
SRP238929,SRR11618596,public,95,Homo sapiens,lung
SRP238929,SRR11618597,public,23,Homo sapiens,lung
SRP238929,SRR11618598,public,582,Homo sapiens,lung
SRP238929,SRR11618599,public,45,Homo sapiens,lung
SRP238929,SRR11618600,public,129,Homo sapiens,lung
SRP238929,SRR11618601,public,31,Homo sapiens,lung
SRP238929,SRR11618602,public,98,Homo sapiens,lung
SRP238929,SRR11618603,public,66,Homo sapiens,lung
SRP238929,SRR11618604,public,42,Homo sapiens,lung
SRP238929,SRR11618605,public,26,Homo sapiens,lung
SRP238929,SRR11618606,public,201,Homo sapiens,lung
SRP238929,SRR11618607,public,44,Homo sapiens,lung
SRP238929,SRR11618608,public,88,Homo sapiens,lung
SRP238929,SRR11618609,public,26,Homo sapiens,lung
SRP238929,SRR11618610,public,8,Homo sapiens,lung
SRP238929,SRR11618611,public,77,Homo sapiens,lung
SRP238929,SRR11618612,public,45,Homo sapiens,lung
SRP238929,SRR11618613,public,90,Homo sapiens,lung
SRP238929,SRR11618614,public,273,Homo sapiens,lung
SRP238929,SRR11618615,public,41,Homo sapiens,lung
SRP238929,SRR11618616,public,42,Homo sapiens,lung
SRP238929,SRR11618617,public,56,Homo sapiens,lung
SRP238929,SRR11618618,public,31,Homo sapiens,lung
SRP238929,SRR11618619,public,24,Homo sapiens,lung
SRP238929,SRR11618620,public,25,Homo sapiens,lung
SRP238929,SRR11618621,public,49,Homo sapiens,lung
SRP238929,SRR11618622,public,142,Homo sapiens,lung
SRP238929,SRR11618623,public,66,Homo sapiens,lung
SRP238929,SRR11618624,public,13,Homo sapiens,lung
SRP238929,SRR11618625,public,35,Homo sapiens,lung
SRP238929,SRR11618626,public,222,Homo sapiens,lung
SRP238929,SRR11618627,public,1040,Homo sapiens,lung
SRP238929,SRR11618628,public,98,Homo sapiens,lung
SRP238929,SRR11618629,public,18,Homo sapiens,lung
